Date,DXY,SP500,OIL,INTEREST_RATE,CPI
2015-12-27,97.9800033569336,2060.989990234375,38.099998474121094,0.24,237.761
2015-12-28,97.91999816894531,2056.5,36.810001373291016,0.24,237.761
2015-12-29,98.0999984741211,2078.360107421875,37.869998931884766,0.24,237.761
2015-12-30,98.2699966430664,2063.360107421875,36.599998474121094,0.24,237.761
2015-12-31,98.62999725341797,2043.93994140625,37.040000915527344,0.24,237.761
2016-01-01,98.62999725341797,2043.93994140625,37.040000915527344,0.34,237.652
2016-01-02,98.62999725341797,2043.93994140625,37.040000915527344,0.34,237.652
2016-01-03,98.62999725341797,2043.93994140625,37.040000915527344,0.34,237.652
2016-01-04,98.87000274658203,2012.6600341796875,36.7599983215332,0.34,237.652
2016-01-05,99.4000015258789,2016.7099609375,35.970001220703125,0.34,237.652
2016-01-06,99.18000030517578,1990.260009765625,33.970001220703125,0.34,237.652
2016-01-07,98.22000122070312,1943.0899658203125,33.27000045776367,0.34,237.652
2016-01-08,98.54000091552734,1922.030029296875,33.15999984741211,0.34,237.652
2016-01-09,98.54000091552734,1922.030029296875,33.15999984741211,0.34,237.652
2016-01-10,98.54000091552734,1922.030029296875,33.15999984741211,0.34,237.652
2016-01-11,98.7300033569336,1923.6700439453125,31.40999984741211,0.34,237.652
2016-01-12,98.97000122070312,1938.6800537109375,30.440000534057617,0.34,237.652
2016-01-13,98.93000030517578,1890.280029296875,30.479999542236328,0.34,237.652
2016-01-14,99.08999633789062,1921.8399658203125,31.200000762939453,0.34,237.652
2016-01-15,98.95999908447266,1880.3299560546875,29.420000076293945,0.34,237.652
2016-01-16,98.95999908447266,1880.3299560546875,29.420000076293945,0.34,237.652
2016-01-17,98.95999908447266,1880.3299560546875,29.420000076293945,0.34,237.652
2016-01-18,99.12000274658203,1880.3299560546875,29.420000076293945,0.34,237.652
2016-01-19,98.98999786376953,1881.3299560546875,28.459999084472656,0.34,237.652
2016-01-20,99.08999633789062,1859.3299560546875,26.549999237060547,0.34,237.652
2016-01-21,99.05999755859375,1868.989990234375,29.530000686645508,0.34,237.652
2016-01-22,99.56999969482422,1906.9000244140625,32.189998626708984,0.34,237.652
2016-01-23,99.56999969482422,1906.9000244140625,32.189998626708984,0.34,237.652
2016-01-24,99.56999969482422,1906.9000244140625,32.189998626708984,0.34,237.652
2016-01-25,99.36000061035156,1877.0799560546875,30.34000015258789,0.34,237.652
2016-01-26,99.36000061035156,1903.6300048828125,31.450000762939453,0.34,237.652
2016-01-27,98.9000015258789,1882.949951171875,32.29999923706055,0.34,237.652
2016-01-28,98.51000213623047,1893.3599853515625,33.220001220703125,0.34,237.652
2016-01-29,99.61000061035156,1940.239990234375,33.619998931884766,0.34,237.652
2016-01-30,99.61000061035156,1940.239990234375,33.619998931884766,0.34,237.652
2016-01-31,99.61000061035156,1940.239990234375,33.619998931884766,0.34,237.652
2016-02-01,99.0,1939.3800048828125,31.6200008392334,0.38,237.336
2016-02-02,98.87000274658203,1903.030029296875,29.8799991607666,0.38,237.336
2016-02-03,97.29000091552734,1912.530029296875,32.279998779296875,0.38,237.336
2016-02-04,96.47000122070312,1915.449951171875,31.719999313354492,0.38,237.336
2016-02-05,97.02999877929688,1880.050048828125,30.889999389648438,0.38,237.336
2016-02-06,97.02999877929688,1880.050048828125,30.889999389648438,0.38,237.336
2016-02-07,97.02999877929688,1880.050048828125,30.889999389648438,0.38,237.336
2016-02-08,96.56999969482422,1853.43994140625,29.690000534057617,0.38,237.336
2016-02-09,96.06999969482422,1852.2099609375,27.940000534057617,0.38,237.336
2016-02-10,95.88999938964844,1851.8599853515625,27.450000762939453,0.38,237.336
2016-02-11,95.55999755859375,1829.0799560546875,26.209999084472656,0.38,237.336
2016-02-12,95.9800033569336,1864.780029296875,29.440000534057617,0.38,237.336
2016-02-13,95.9800033569336,1864.780029296875,29.440000534057617,0.38,237.336
